pdb_id,Hchain,Lchain,model,antigen_chain,antigen_type,antigen_het_name,antigen_name,short_header,date,compound,organism,heavy_species,light_species,antigen_species,authors,resolution,method,r_free,r_factor,scfv,engineered,heavy_subclass,light_subclass,light_ctype,affinity,delta_g,affinity_method,temperature,pmid
6k5i,E,F,0,B,protein,,h(+)/cl(-) exchange transporter clca,MEMBRANE PROTEIN,05/29/19,Crystal structure of the E148D/R147A/F317A mutant CLC-ec1 in the presence of 20 mM NaBr,ESCHERICHIA COLI MS 117-3; MUS MUSCULUS,mus musculus,mus musculus,escherichia coli ms 117-3,"Park, K., Lim, H.H.",3.022,X-RAY DIFFRACTION,0.264,0.210,False,True,IGHV4,IGKV4,Kappa,,,,,
7mjj,F,G,0,B,protein,,spike glycoprotein,VIRAL PROTEIN/Immune System,04/20/21,Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to Fab ab1 (class 1),SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT,synthetic construct,synthetic construct,severe acute respiratory syndrome coronavirus2 ,"Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.",3.32,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV3,Kappa,,,,,
7jv4,F,G,0,C,protein,,sars-cov-2 spike glycoprotein,VIRAL PROTEIN/IMMUNE SYSTEM,08/20/20,SARS-CoV-2 spike in complex with the S2H13 neutralizing antibody (one RBD open),SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Park, Y.J., Tortorici, M.A., Walls, A.C., Czudnochowski, N., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.",3.4,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV7,Lambda,,,,,
6pzz,K,J,0,D,protein,,neuraminidase,VIRAL PROTEIN/IMMUNE SYSTEM,08/01/19,CryoEM derived model of NA-80 Fab in complex with N9 Shanghai2,INFLUENZA A VIRUS (A/ENVIRONMENT/SHANGHAI/S1439/2013(H7N9)); HOMO SAPIENS,homo sapiens,homo sapiens,influenza a virus(a/environment/shanghai/s1439/2013(h7n9)) ,"Ward, A.B., Turner, H.L., Zhu, X.",3.6,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGKV1,Kappa,,,,,
6urm,H,L,0,F,protein,,hemagglutinin,IMMUNE SYSTEM/VIRAL PROTEIN,10/23/19,Crystal structure of vaccine-elicited receptor-binding site targeting antibody LPAF-a.01 in complex with Hemagglutinin H1 A/California/04/2009,INFLUENZA A VIRUS; HOMO SAPIENS,homo sapiens,homo sapiens,influenza a virus,"Zhou, T., Cheung, S.F., Kwong, P.D.",2.65,X-RAY DIFFRACTION,0.262,0.215,False,True,IGHV2,IGLV3,Lambda,,,,,
4pir,G,,0,A,protein,,5-hydroxytryptamine receptor 3a,TRANSPORT PROTEIN,05/09/14,X-ray structure of the mouse serotonin 5-HT3 receptor,MUS MUSCULUS; LAMA GLAMA,lama glama,,mus musculus,"Hassaine, G., Deluz, C., Grasso, L., Wyss, R., Tol, M.B., Hovius, R., Graff, A., Stahlberg, H., Tomizaki, T., Desmyter, A., Moreau, C., Li, X.-D., Poitevin, F., Vogel, H., Nury, H.",3.5,X-RAY DIFFRACTION,0.257,0.217,False,True,IGHV1,,,,,,,
6qd8,H,L,0,F | E,protein | protein,NA | NA,"envelope glycoprotein | envelope glycoprotein,virion spike glycoprotein,ebov-gp1",VIRAL PROTEIN,01/01/19,EM structure of a EBOV-GP bound to 4M0368 neutralizing antibody,HOMO SAPIENS; EBOLA VIRUS,homo sapiens,homo sapiens,ebola virus | ebola virus,"Diskin, R., Cohen-Dvashi, H.",3.3,ELECTRON MICROSCOPY,,,False,True,IGHV4,IGKV1,Kappa,,,,,
7me7,B,,0,R,protein,,spike protein s1,VIRAL PROTEIN/Immune System,04/06/21,CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb17 and Nb105,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA,lama glama,,severe acute respiratory syndrome coronavirus2 ,"Huang, W., Taylor, D.J.",3.73,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
7shy,K,L,0,H,protein,,ige fc,IMMUNE SYSTEM,10/11/21,IgE-Fc in complex with omalizumab scFv,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Pennington, L.F., Jardetzky, T.J., Kleinboelting, S.",3.0,X-RAY DIFFRACTION,0.230,0.173,False,True,IGHV3,IGKV1,Kappa,,,,,
3rjq,B,,0,A,protein,,c186 gp120,Viral Protein/Immune system,04/15/11,Crystal structure of anti-HIV llama VHH antibody A12 in complex with C186 gp120,HUMAN IMMUNODEFICIENCY VIRUS TYPE 1; LAMA GLAMA,lama glama,,human immunodeficiency virus type 1,"Chen, L., McLellan, J.S., Kwon, Y.D., Schmidt, S., Wu, X., Zhou, T., Yang, Y., Zhang, B., Forsman, A., Weiss, R.A., Verrips, T., Mascola, J., Kwong, P.D.",2.601,X-RAY DIFFRACTION,0.299,0.255,False,True,IGHV1,,,,,,,
7po5,H,L,0,A,protein,,spike glycoprotein,VIRAL PROTEIN,09/08/21,Human coronavirus OC43 spike glycoprotein ectodomain in complex with the 47C9 antibody Fab fragment,HOMO SAPIENS; HUMAN CORONAVIRUS OC43,homo sapiens,homo sapiens,human coronavirus oc43,"Hurdiss, D.L.",3.9,ELECTRON MICROSCOPY,,,False,True,IGHV4,IGKV3,Kappa,,,,,
2x7l,G,I,0,M,protein,,hiv rev,IMMUNE SYSTEM,03/01/10,Implications of the HIV-1 Rev dimer structure at 3.2A resolution for  multimeric binding to the Rev response element,UNCLASSIFIED; HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 BH10,unclassified,unclassified,human immunodeficiency virus type 3,"DiMattia, M.A., Watts, N.R., Stahl, S.J., Rader, C., Wingfield, P.T., Stuart, D.I., Steven, A.C., Grimes, J.M.",3.17,X-RAY DIFFRACTION,0.2500,0.2337,False,True,IGHV1,IGKV1,Kappa,,,,,
7o85,,Q,0,P | R,protein | protein,NA | NA,protective antigen pa-63 | fab,TOXIN,04/14/21,Anthrax toxin prepore in complex with the neutralizing Fab cAb29,BACILLUS ANTHRACIS; MUS MUSCULUS,,mus musculus,bacillus anthracis | mus musculus,"Hoelzgen, F., Zalk, R., Alcalay, R., Cohen-Schwartz, S., Garau, G., Shahar, A., Mazor, O., Frank, G.A.",3.3,ELECTRON MICROSCOPY,,,False,True,unknown,unknown,unknown,,,,,
7bq5,H,L,0,A,protein,,envelope protein,VIRAL PROTEIN/IMMUNE SYSTEM,03/24/20,ZIKV sE bound to mAb Z6,ZIKA VIRUS; HOMO SAPIENS,homo sapiens,homo sapiens,zika virus,"Dai, L., Qi, J., Gao, G.F.",2.99,X-RAY DIFFRACTION,0.275,0.261,False,True,IGHV4,IGKV1,Kappa,,,,,
6ot1,J,K,0,E,protein,,bg505 gp120,IMMUNE SYSTEM,05/02/19,Cryo-EM structure of vaccine-elicited antibody 0PV-b.01 in complex with HIV-1 Env BG505 DS-SOSIP and antibodies VRC03 and PGT122,HUMAN IMMUNODEFICIENCY VIRUS 1; MACACA MULATTA; HOMO SAPIENS,homo sapiens,homo sapiens,human immunodeficiency virus 1,"Gorman, J., Kwong, P.D.",3.5,ELECTRON MICROSCOPY,,,False,True,unknown,IGKV3,Kappa,,,,,
2ht3,E,F,0,B,protein,,h(+)/cl(-) exchange transporter clca,MEMBRANE PROTEIN,07/25/06,Structure of the Escherichia coli ClC chloride channel Y445L mutant and Fab complex,ESCHERICHIA COLI; MUS MUSCULUS,mus musculus,mus musculus,escherichia coli,"Accardi, A., Lobet, S., Williams, C., Miller, C., Dutzler, R.",3.3,X-RAY DIFFRACTION,0.269,0.253,False,False,IGHV4,IGKV4,Kappa,,,,,
6xq0,B,C,0,A,protein,,hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,07/09/20,Human antibody S8V2-18 in complex with the influenza hemagglutinin head domain of A/California/7/2009(NYMC-X181)(H1N1),INFLUENZA A VIRUS (A/REASSORTANT/NYMC X-181A(A/NYMC X-157 X CALIFORNIA/07/2009)(H1N1)); HOMO SAPIENS,homo sapiens,homo sapiens,influenza a virus (a/reassortant/nymc x-181a(a/nymc x-157 x california/07/2009)(h1n1)) ,"McCarthy, K.R., Harrison, S.C.",2.3,X-RAY DIFFRACTION,0.268,0.222,False,True,IGHV3,IGKV3,Kappa,,,,,
5vke,A,B,0,C,protein,,ph-gated potassium channel kcsa,IMMUNE SYSTEM/TRANSPORT PROTEIN,04/21/17,Open conformation of KcsA deep-inactivated,STREPTOMYCES LIVIDANS; MUS MUSCULUS,mus musculus,mus musculus,streptomyces lividans,"Cuello, L.G., Perozo, E., Cortes, D.M.",2.37,X-RAY DIFFRACTION,0.228,0.196,False,False,IGHV1,IGKV5,Kappa,,,,,
7n0g,Z,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN,05/25/21,"CryoEm structure of SARS-CoV-2 spike protein (S-6P, 1-up) in complex with sybodies (Sb45)",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT,synthetic construct,,severe acute respiratory syndrome coronavirus2 ,"Jiang, J., Huang, R., Margulies, D.",3.02,ELECTRON MICROSCOPY,,,False,True,IGHV1,,,,,,,
6j5f,H,L,0,A,protein,,envelope protein,VIRAL PROTEIN/IMMUNE SYSTEM,01/10/19,Complex structure of MAb 4.2-scFv with tick-borne encephalitis virus envelope protein Domain III,TICK-BORNE ENCEPHALITIS VIRUS; MUS MUSCULUS,mus musculus,mus musculus,tick-borne encephalitis virus,"Yang, X., Qi, J., Peng, R., Dai, L., Gould, E.A., Tien, P., Gao, G.F.",1.801,X-RAY DIFFRACTION,0.192,0.179,False,True,IGHV1,IGKV12,Kappa,,,,,
6osv,H,L,0,K,protein,,tyrosine-protein kinase transmembrane receptor ror2,immune sytem/transferase,04/01/20,Potent and Selective Antitumor Antibody Targeting a Membrane-Proximal Epitope of ROR2,ORYCTOLAGUS CUNICULUS; HOMO SAPIENS,oryctolagus cuniculus,oryctolagus cuniculus,homo sapiens,"Park, H., Rader, C.",1.34,X-RAY DIFFRACTION,0.189,0.162,False,True,IGHV3,IGKV1,Kappa,,,,,
7r1z,C,,0,A,protein,,activity-regulated cytoskeleton-associated protein,SIGNALING PROTEIN,02/03/22,"C-terminal domain of hArc in complex with nanobodies H11 and C11, collapsed crystal form",VICUGNA PACOS; RATTUS NORVEGICUS,vicugna pacos,,rattus norvegicus,"Markusson, S., Kursula, P.",1.94,X-RAY DIFFRACTION,0.243,0.197,False,True,IGHV1,,,,,,,
7jvr,E,e,0,A | C | B,protein | protein | protein,NA | NA | NA,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,SIGNALING PROTEIN,08/22/20,Cryo-EM structure of Bromocriptine-bound dopamine receptor 2 in complex with Gi protein,ESCHERICHIA COLI; HOMO SAPIENS; SYNTHETIC CONSTRUCT,synthetic construct,,homo sapiens | homo sapiens | homo sapiens,"Zhuang, Y., Xu, P., Mao, C., Wang, L., Krumm, B., Zhou, X.E., Huang, S., Liu, H., Cheng, X., Huang, X.-P., Sheng, D.-D., Xu, T., Liu, Y.-F., Wang, Y., Guo, J., Jiang, Y., Jiang, H., Melcher, K., Roth, B.L., Zhang, Y., Zhang, C., Xu, H.E.",2.8,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
6iec,J,K,0,I,protein,,nsmgngc,STRUCTURAL PROTEIN/IMMUNE SYSTEM,04/10/19,Structure of RVFV Gn and human monoclonal antibody R17,RIFT VALLEY FEVER VIRUS; HOMO SAPIENS,homo sapiens,homo sapiens,rift valley fever virus,"Wang, Q.H., Wu, Y., Gao, F., Qi, J.X., Gao, G.F.",3.2,X-RAY DIFFRACTION,0.281,0.241,False,True,IGHV3,IGLV3,Lambda,,,,,
7lzp,H,,0,D,protein,,botulinum neurotoxin a light chain,ANTITOXIN,03/10/21,LC/A-JPU-B9-JPU-A11-JPU-G11,CLOSTRIDIUM BOTULINUM; VICUGNA PACOS,vicugna pacos,,clostridium botulinum,"Lam, K., Jin, R.",2.86,X-RAY DIFFRACTION,0.273,0.235,False,True,unknown,unknown,unknown,,,,,
2i9l,D,C,0,J,protein,,virion membrane protein m25,IMMUNE SYSTEM/VIRAL PROTEIN,09/05/06,Structure of Fab 7D11 from a neutralizing antibody against the poxvirus L1 protein,VACCINIA VIRUS; MUS MUSCULUS,mus musculus,mus musculus,vaccinia virus,"Su, H.P., Golden, J.W., Gittis, A.G., Moss, B., Hooper, J.W., Garboczi, D.N.",3.1,X-RAY DIFFRACTION,0.259,0.240,False,False,IGHV1,IGKV8,Kappa,,,,,
5vob,H,L,0,D | B,protein | protein,NA | NA,envelope glycoprotein ul130 | envelope glycoprotein l,Viral Protein/Immune System,05/02/17,Crystal structure of HCMV Pentamer in complex with neutralizing antibody 8I21,HOMO SAPIENS; HUMAN CYTOMEGALOVIRUS (STRAIN AD169); HUMAN CYTOMEGALOVIRUS (STRAIN 5508); HUMAN CYTOMEGALOVIRUS; HUMAN CYTOMEGALOVIRUS (STRAIN MERLIN),homo sapiens,homo sapiens,human cytomegalovirus (strain merlin) | human cytomegalovirus (strain 5508),"Malito, E., Chandramouli, S.",3.02,X-RAY DIFFRACTION,0.237,0.190,False,True,IGHV3,IGKV3,Kappa,1.5e-10,-13.40220943473902,SPR,,TBD
6n5e,G,F,0,B,protein,,hemagglutinin,VIRAL PROTEIN/IMMUNE SYSTEM,11/21/18,Broadly protective antibodies directed to a subdominant influenza hemagglutinin epitope,INFLUENZA A VIRUS; MUS MUSCULUS,influenza a virus,mus musculus,influenza a virus,"Bajic, G., Schmidt, A.G.",3.0,X-RAY DIFFRACTION,0.287,0.250,False,True,IGHV5,IGLV1,Lambda,,,,,
6x40,J,I,0,B,protein,,gamma-aminobutyric acid receptor subunit alpha-1,MEMBRANE PROTEIN,05/21/20,Human GABAA receptor alpha1-beta2-gamma2 subtype in complex with GABA plus picrotoxin,HOMO SAPIENS; MUS MUSCULUS,mus musculus,mus musculus,homo sapiens,"Kim, J.J., Gharpure, A., Teng, J., Zhuang, Y., Howard, R.J., Zhu, S., Noviello, C.M., Walsh, R.M., Lindahl, E., Hibbs, R.E.",2.86,ELECTRON MICROSCOPY,,,False,False,IGHV14,IGKV6,Kappa,,,,,
7ldj,G,,0,C,protein,,spike glycoprotein,VIRAL PROTEIN/IMMUNE SYSTEM,01/13/21,SARS-CoV-2 receptor binding domain in complex with WNb-2,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS,vicugna pacos,,severe acute respiratory syndrome coronavirus2 ,"Pymm, P., Dietrich, M.H., Tan, L.L., Adair, A., Tham, W.H.",2.36,X-RAY DIFFRACTION,0.268,0.210,False,True,IGHV1,,,,,,,
7c8v,A,,0,B,protein,,spike glycoprotein,PROTEIN BINDING,06/03/20,Structure of sybody SR4 in complex with the SARS-CoV-2 S Receptor Binding domain (RBD),SYNTHETIC CONSTRUCT; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,synthetic construct,,severe acute respiratory syndrome coronavirus2 ,"Li, T., Yao, H., Cai, H., Qin, W., Li, D.",2.15,X-RAY DIFFRACTION,0.224,0.184,False,True,IGHV1,,,,,,,
7eo2,E,e,0,B | C,protein | protein,NA | NA,guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 ,MEMBRANE PROTEIN,04/21/21,Cryo-EM of Sphingosine 1-phosphate receptor 1 / Gi complex bound to FTY720p,HOMO SAPIENS,homo sapiens,,homo sapiens | homo sapiens,"He, Y., Xu, Z., Ikuta, T.",2.89,ELECTRON MICROSCOPY,,,True,True,unknown,unknown,unknown,,,,,
3jwo,H,L,0,A,protein,,hiv-1 gp120 envelope glycoprotein,VIRAL PROTEIN,09/18/09,Structure of HIV-1 gp120 with gp41-Interactive Region: Layered Architecture and Basis of Conformational Mobility,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Pancera, M., Majeed, S., Huang, C.C., Kwon, Y.D., Zhou, T., Robinson, J.E., Sodroski, J., Wyatt, R., Kwong, P.D.",3.51,X-RAY DIFFRACTION,0.273,0.257,False,True,IGHV1,IGKV1,Kappa,,,,,
7ws3,I,H,0,C,protein,,spike glycoprotein,VIRAL PROTEIN/IMMUNE SYSTEM,01/28/22,Structures of Omicron Spike complexes illuminate broad-spectrum neutralizing antibody development,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Guo, H., Gao, Y., Ji, X., Yang, H.",3.6,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGKV1,Kappa,,,,,
7k39,L,K,0,E | F,protein | protein,NA | NA,hemagglutinin | hemagglutinin,VIRAL PROTEIN,09/10/20,"Structure of full-length influenza HA with a head-binding antibody at pH 5.2, conformation A, neutral pH-like",INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS,homo sapiens,homo sapiens,influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) ,"Gui, M., Gao, J., Xiang, Y.",3.0,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGLV1,Lambda,,,,,
7wro,H,L,0,R,protein,,spike protein s1,VIRAL PROTEIN/IMMUNE SYSTEM,01/27/22,Local structure of BD55-3372 and delta spike,Homo sapiens; Severe acute respiratory syndrome coronavirus,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus,"Liu, P.L.",0.0,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV1,Lambda,,,,,
7mep,I,G,0,E,protein,,bg505 sosipv5.2(7s) - gp120,VIRAL PROTEIN,04/07/21,BG505 SOSIP.v5.2(7S) in complex with the monoclonal antibodies Rh.33172 mAb.1 and RM19R,MACACA MULATTA; HUMAN IMMUNODEFICIENCY VIRUS,macaca mulatta,macaca mulatta,human immunodeficiency virus,"Antanasijevic, A., Ward, A.B.",3.5,ELECTRON MICROSCOPY,,,False,True,IGHV4,IGKV3,Kappa,,,,,
7ldj,H,,0,D,protein,,spike glycoprotein,VIRAL PROTEIN/IMMUNE SYSTEM,01/13/21,SARS-CoV-2 receptor binding domain in complex with WNb-2,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS,vicugna pacos,,severe acute respiratory syndrome coronavirus2 ,"Pymm, P., Dietrich, M.H., Tan, L.L., Adair, A., Tham, W.H.",2.36,X-RAY DIFFRACTION,0.268,0.210,False,True,IGHV1,,,,,,,
6w0b,A,B,0,C,protein,,ph-gated potassium channel kcsa,MEMBRANE PROTEIN,02/29/20,Open-gate KcsA soaked in 2 mM BaCl2,RATTUS NORVEGICUS; STREPTOMYCES LIVIDANS,rattus norvegicus,rattus norvegicus,streptomyces lividans,"Rohaim, A., Gong, L., Li, J.",3.604,X-RAY DIFFRACTION,0.236,0.190,False,True,IGHV1,IGKV5,Kappa,,,,,
7t4q,J,K,0,A,protein,,envelope glycoprotein h,VIRAL PROTEIN/Immune System,12/10/21,"CryoEM structure of the HCMV Pentamer gH/gL/UL128/UL130/UL131A in complex with neutralizing fabs 2C12, 7I13 and 13H11",HUMAN BETAHERPESVIRUS 5; HOMO SAPIENS,homo sapiens,homo sapiens,human betaherpesvirus 5,"Kschonsak, M., Johnson, M.C., Schelling, R., Green, E.M., Rouge, L., Ho, H., Patel, N., Kilic, C., Kraft, E., Arthur, C.P., Rohou, A.L., Comps-Agrar, L., Martinez-Martin, N., Perez, L., Payandeh, J., Ciferri, C.",2.9,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGKV1,Kappa,,,,,
6bpe,E,F,0,D,protein,,"reticulocyte binding protein 2, putative",CELL INVASION,11/22/17,Plasmodium vivax reticulocyte binding protein 2b (PvRBP2b) bound to monoclonal antibody 6H1,PLASMODIUM VIVAX (STRAIN SALVADOR I); MUS MUSCULUS,mus musculus,mus musculus,plasmodium vivax (strain salvador i),"Gruszczyk, J., Chan, L.J., Tham, W.H.",3.34,X-RAY DIFFRACTION,0.367,0.318,False,False,IGHV5,IGKV6,Kappa,,,,,
7kjh,B,,0,D,protein,,surface protein p12p,UNKNOWN FUNCTION,10/26/20,Plasmodium falciparum protein Pf12p bound to nanobody B9,VICUGNA PACOS; PLASMODIUM FALCIPARUM,vicugna pacos,,plasmodium falciparum,"Dietrich, M.H., Tham, W.H.",2.0,X-RAY DIFFRACTION,0.217,0.180,False,True,IGHV1,,,,,,,
4ttd,C,D,0,B,protein,,lysozyme c,IMMUNE SYSTEM,06/20/14,Structure of a lysozyme antibody complex,HOMO SAPIENS; GALLUS GALLUS,homo sapiens,homo sapiens,gallus gallus,"Wensley, B.",2.15,X-RAY DIFFRACTION,0.279,0.255,False,True,IGHV3,IGLV1,Lambda,,,,,
6x04,J,,0,I,protein,,nucleoporin nup133,STRUCTURAL PROTEIN,05/15/20,Nup133 (aa55-481) from S. cerevisiae bound by VHH-SAN5,SACCHAROMYCES CEREVISIAE (STRAIN ATCC 204508 / S288C); VICUGNA PACOS,vicugna pacos,,saccharomyces cerevisiae (strain atcc 204508 /s288c) ,"Nordeen, S.A., Schwartz, T.U.",2.68,X-RAY DIFFRACTION,0.261,0.244,False,True,IGHV1,,,,,,,
7l0l,G,J,0,E | C,protein | protein,NA | NA,hemagglutinin ha2 chain | hemagglutinin ha1 chain,IMMUNE SYSTEM/Viral protein,12/11/20,"Cryo-EM structure of the VRC316 clinical trial, vaccine-elicited, human antibody 316-310-1B11 in complex with an H2 CAN05 HA trimer",HOMO SAPIENS; INFLUENZA A VIRUS (A/CANADA/720/2005(H2N2)),homo sapiens,homo sapiens,influenza a virus (a/canada/720/2005(h2n2)) | influenza a virus (a/canada/720/2005(h2n2)),"Gorman, J., Kwong, P.D.",2.85,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGKV3,Kappa,,,,,
7oay,B,,0,A,protein,,unknown,ANTIVIRAL PROTEIN,04/20/21,Nanobody F2 bound to RBD,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA,,,,"Naismith, J.H., Mikolajek, H.",2.34,X-RAY DIFFRACTION,0.228,0.192,False,False,IGHV1,,,,,,,
7jum,I,i,0,B,protein,,gametocyte surface protein p230,CELL INVASION,08/20/20,Pfs230 D1 domain in complex with neutralizing antibody LMIV230-01,PLASMODIUM FALCIPARUM (ISOLATE 3D7); HOMO SAPIENS,homo sapiens,,plasmodium falciparum (isolate 3d7),"Tolia, N., Tang, W.K.",1.998,X-RAY DIFFRACTION,0.233,0.191,True,True,unknown,unknown,unknown,,,,,
5jxe,D,C,0,B,protein,,programmed cell death protein 1,IMMUNE SYSTEM,05/13/16,Human PD-1 ectodomain complexed with Pembrolizumab Fab,HOMO SAPIENS,homo sapiens,homo sapiens,homo sapiens,"Na, Z., Bharath, S.R., Song, H.",2.9,X-RAY DIFFRACTION,0.286,0.261,False,True,IGHV1,IGKV3,Kappa,,,,,
7mmn,D,E,0,B,protein,,"fusion glycoprotein f1,fibritin",IMMUNE SYSTEM/VIRAL PROTEIN,04/29/21,Crystal Structure of the Prefusion RSV F Glycoprotein bound by human antibody AM14,HOMO SAPIENS; HUMAN RESPIRATORY SYNCYTIAL VIRUS; ENTEROBACTERIA PHAGE T4,homo sapiens,homo sapiens,"human respiratory syncytial virus,enterobacteria phage t4 ","Harshbarger, W., Malito, E.",3.57,X-RAY DIFFRACTION,0.245,0.202,False,True,IGHV3,IGKV1,Kappa,,,,,
6plk,I,M,0,F,protein,,env,ANTIVIRAL PROTEIN,07/01/19,Crystal structure of ZIKV-116 Fab in complex with ZIKV envelope DIII,HOMO SAPIENS; ZIKA VIRUS ZIKV/H. SAPIENS/FRENCHPOLYNESIA/10087PF/2013,homo sapiens,homo sapiens,zika virus zikv/h.sapiens/frenchpolynesia/10087pf/2013 ,"Zhao, H., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)",2.3,X-RAY DIFFRACTION,0.211,0.167,False,True,IGHV3,IGKV1,Kappa,,,,,
7mzj,F,E,0,A,protein,,spike protein s1,VIRAL PROTEIN,05/24/21,SARS-CoV-2 receptor binding domain bound to Fab WCSL 129 and Fab PDI 93,HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Pymm, P., Dietrich, M.H., Tan, L.L., Chan, L.J., Tham, W.H.",2.4,X-RAY DIFFRACTION,0.268,0.222,False,True,IGHV3,IGLV1,Lambda,,,,,
4gxu,W,X,0,K,protein,,hemagglutinin ha1 chain,VIRAL PROTEIN/IMMUNE SYSTEM,09/04/12,Crystal structure of antibody 1F1 bound to the 1918 influenza hemagglutinin,HOMO SAPIENS; INFLUENZA A VIRUS,homo sapiens,homo sapiens,influenza a virus,"Ekiert, D.C., Wilson, I.A.",3.294,X-RAY DIFFRACTION,0.255,0.219,False,True,IGHV3,IGLV1,Lambda,6.24e-09,,SPR,,23236279
1nfd,H,G,0,D,protein,,n15 alpha-beta t-cell receptor,COMPLEX (IMMUNORECEPTOR/IMMUNOGLOBULIN),08/04/97,AN ALPHA-BETA T CELL RECEPTOR (TCR) HETERODIMER IN COMPLEX WITH AN ANTI-TCR FAB FRAGMENT DERIVED FROM A MITOGENIC ANTIBODY,MUS MUSCULUS,mus musculus,mus musculus,mus musculus,"Wang, J.-H., Lim, K., Smolyar, A., Teng, M.-K., Sacchittini, J., Reinherz, E.L.",2.8,X-RAY DIFFRACTION,0.309,0.243,False,True,IGHV6,IGKV10,Kappa,,,,,
7m6g,H,L,0,C,protein,,spike glycoprotein,VIRAL PROTEIN/ANTIVIRAL PROTEIN,03/25/21,"Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, BG7-15",SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"Barnes, C.O., Bjorkman, P.J.",3.7,ELECTRON MICROSCOPY,,,False,True,IGHV1,IGKV3,Kappa,,,,,
5w1k,L,K,0,J,protein,,pre-glycoprotein polyprotein gp complex,VIRAL PROTEIN/IMMUNE SYSTEM,06/03/17,JUNV GP1 CR1-10 Fab CR1-28 Fab complex,HOMO SAPIENS; JUNIN MAMMARENAVIRUS,homo sapiens,homo sapiens,junin mammarenavirus,"Raymond, D.D., Clark, L.E., Abraham, J.",3.99,X-RAY DIFFRACTION,0.288,0.237,False,True,IGHV3,IGKV1,Kappa,,,,,
7lxz,N,O,0,K,protein,,spike glycoprotein,VIRAL PROTEIN/IMMUNE SYSTEM,03/05/21,SARS-CoV-2 S/S2M11/S2L28 Global Refinement,SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS,homo sapiens,homo sapiens,severe acute respiratory syndrome coronavirus2 ,"McCallum, M., Veesler, D., Seattle Structural Genomics Center for Infectious Disease (SSGCID)",2.6,ELECTRON MICROSCOPY,,,False,True,IGHV3,IGLV2,Lambda,,,,,
